id,created_at,swardspeak_words,translated_words,updated_at,deleted_at,word_contribution_id,definition,examples,part_of_speech
c8c4ca2d-64cd-48b1-9370-f5207fad44dd,2024-05-11 05:10:31.504714+00,"[""Kiffy"",""Kipay"",""Bilat""]","[""Ari ng babae""]",2024-05-11 05:10:31.504714+00,,,"Seksyuwal na organ ng babae
","[""Hindi na nadiligan ang kiffy ni ate.""]",noun
962de289-1ba4-4d9c-9c1b-a3453395f14a,2024-05-11 05:18:47.720795+00,"[""Dedma ang mga badessa!""]","[""Huwag pansinin ang mga bakla na umaastang parang prinsesa!""]",2024-05-11 05:18:47.720795+00,2024-05-11 05:19:05.895+00,,,[],
7d5c6ecd-93ab-40f9-b1c4-1e3d36033ac9,2024-03-25 06:34:43.760135+00,"[""Wit"",""Witchelz"",""Witchibeng"",""Wiz"",""Wititit""]","[""Hindi""]",2024-03-25 06:34:43.760135+00,,,,[],
9a9e8d96-0de6-48f6-b034-89c0b4670a75,2024-05-11 05:38:44.184274+00,"[""jowa"",""jowabels""]","[""Kasintahan""]",2024-05-11 05:38:44.184274+00,2024-05-11 14:46:10.754+00,,,[],
5652f2ac-007c-486a-a927-816b28394169,2024-05-11 05:46:31.319771+00,"[""Get Luck""]","[""Kunin""]",2024-05-11 05:46:31.319771+00,,,"Aksyon ng pagkuha ng isang bagay
","[""\t\tBeh, pa-get luck naman ako ng bag ko sa taas.""]",verb
ec2a395a-b2dc-47d1-9d71-af4435c94956,2024-05-12 13:11:11.918186+00,"[""Dyosa ka nga shongit naman ugali mo""]","[""Maganda ka nga panget naman ugali mo""]",2024-05-12 13:11:11.918186+00,2024-05-12 13:11:35.265+00,,,[],
ff3e9432-585a-44bb-8bc1-e114def299f5,2024-05-12 15:59:07.026292+00,"[""Happenings""]","[""Kaganapan""]",2024-05-12 15:59:07.026292+00,2024-05-12 15:59:14.973+00,,,[],
7551c03f-cd7b-4bb0-befe-52711e63bea2,2024-05-16 09:36:05.836291+00,"[""Julanis Morisette"",""Julanis"",""Reyna Elena"",""Julan""]","[""Ulan""]",2024-05-16 09:36:05.836291+00,,,"Tubig na namuo mula sa singaw sa atmospera at bumubuhos ng butil butil.

","[""Ang lakas ng Julanis Morisette, bumaliktad ang payong ko.""]",noun
4d05c48b-2488-40b7-bc7b-31f8640cde31,2024-05-12 15:20:38.520078+00,"[""Shenglot""]","[""Lasing""]",2024-05-12 15:20:38.520078+00,,,Taong nasa impluwensya ng alak,"[""Shenglot nang umuwi ang tatay kagabi""]",verb
e248d4d1-76da-409f-b63f-b00afdcf67a2,2024-05-12 15:59:51.936142+00,"[""Miss Nigeria""]","[""Negra""]",2024-05-12 15:59:51.936142+00,,,Babaeng maitim ang komplesyon,"[""After ng bakasyon, naging Miss Nigeria na kulay ko.""]",noun
7f23bc07-0f45-40d4-9e54-01d607c5c961,2024-03-25 04:07:03.038359+00,"[""Jelly bean""]","[""Madulas""]",2024-03-25 04:07:03.038359+00,,,,[],adjective
4b5b8573-bcc5-43d9-a866-4954a871eb0c,2024-03-25 04:09:00.770509+00,"[""Johay"",""High ball"",""Johaybels"",""Balur"",""Balurva""]","[""Bahay""]",2024-03-25 04:09:00.770509+00,,,,[],noun
4c8f3aac-ad28-4664-8cd6-37dd78e8755a,2024-03-25 04:18:03.205688+00,"[""Junjun"",""Boylet"",""Umbaw""]","[""Lalake""]",2024-03-25 04:18:03.205688+00,,,,[],noun
522bf02d-f80f-426c-b35a-b9467b81e996,2024-05-11 05:47:24.689428+00,"[""Nomo"",""Shugug""]","[""inuman"",""inom""]",2024-05-11 05:47:24.689428+00,,,"Aksyon ng pagtanggap at paglunok ng anumang uri ng likidong pangkonsumo sa katawan sa pamamagitan ng bibig
","[""Inisang shugug nya ang isang bote ng alak.""]",verb
785f031a-b67a-447b-8976-5be688e7d056,2024-05-11 05:31:02.238975+00,"[""Petiks""]","[""Kampante""]",2024-05-11 05:31:02.238975+00,,,"Nasisiyahan at panatag sa umiiral na kalagayan
","[""Pa-petiks petiks lang sya na tipong walang deadlines.""]",adjective
e9e8fadb-685f-45c4-8de3-bd014ae837f9,2024-05-11 05:08:37.574398+00,"[""Ate Chona"",""Chonabels""]","[""Pangit ang ugali"",""Maattitude""]",2024-05-11 05:08:37.574398+00,,,"Hindi kaaya-ayang ugali ng isang tao
","[""“Yung babae sa canteen, napaka-Ate Chona, hindi naman nya kinaganda.”""]",adjective
1b2b6971-2a06-4830-b166-63e8306cbeab,2024-03-26 09:21:13.587357+00,"[""Liberty"",""Statue of Liberty""]","[""Libre ""]",2024-03-26 09:21:13.587357+00,,,"Makakuha ang isang bagay na walang halaga o bayad
","[""“Bawal tumanggi, Statue of Liberty na nga lang eh”""]",noun
361f6e93-cf81-4461-b0f5-e490f670eb9d,2024-03-26 09:13:08.763708+00,"[""Joanna Paras""]","[""Asawa""]",2024-03-26 09:13:08.763708+00,,,"Walang-kasariang katawagan para sa esposo/esposa
","[""“Alam ba ng Joanna Paras mo na nainom ka dito?”""]",noun
2b96307a-4133-4081-b015-3bf40ec0b300,2024-03-25 04:19:41.2035+00,"[""Luz Valdez"",""Lotlot"",""Kabog""]","[""Talo""]",2024-03-25 04:19:41.2035+00,,,,[],
9a4c52a0-5241-46bf-83d4-8ddb4f6a0a83,2024-03-26 08:34:34.6884+00,"[""Anita Linda"",""Aida""]","[""A.I.D.S.""]",2024-03-26 08:34:34.6884+00,,,"Sakit na nakukuha sa pakikipagtalik sa kung kani-kanino
","[""“Kung sino-sino kasi ang kinakalikot, ayan nagka-Anita Linda.”""]",noun
5e3e9e62-6b1e-40a5-84f0-338aba22f73e,2024-03-26 08:28:10.522373+00,"[""Bahamas""]","[""Baha""]",2024-03-26 08:28:10.522373+00,,,"Labis na pag-apaw ng tubig o isang paglawak ng tubig na natatakpan ang lupa, at isang delubyo
	 
","[""“Bahamas na sa lugar namin,  umulan kasi nang malakas”""]",noun
93b1b79d-6932-420b-9fae-85baa3aa359e,2024-03-26 08:27:36.092327+00,"[""Busabos"",""Buselya""]","[""Bus""]",2024-03-26 08:27:36.092327+00,,,"Sasakyang pangkalsada na hugis rektangulong kayang magsakay ng maraming tao
","[""Late na akong nakasakay sa buselya, ka nakatayo na lamang ako.""]",noun
4c3e4179-5e47-4968-99bc-ee8f96417211,2024-03-26 08:25:32.602573+00,"[""AFAM""]","[""Foreigner""]",2024-03-26 08:25:32.602573+00,,,"Mga taong turista na galing sa ibang bansa.
","[""“Maraming Pilipino ang nakabingwit ng AFAM.”""]",noun
ff4c332f-fcac-41fd-b5d3-ab6fd094b5e3,2024-03-26 08:21:40.288443+00,"[""Cookie Chua"",""Cookie Monster""]","[""Magluto""]",2024-03-26 08:21:40.288443+00,,,"Paglalagay ng init at iba pang sangkap sa pagkain upang ligtas itong kainin
","[""“Ano ang kino-cookie chua mo?”""]",verb
d68fed55-065b-4843-babd-32b98b69aa3d,2024-03-26 08:16:32.829009+00,"[""Fillet o' Fish""]","[""Natitipuhan"",""Nagugustuhan""]",2024-03-26 08:16:32.829009+00,,,"Isang emosyon na nagpapakita ng pagkagusto sa isang tao o bagay
","[""“Ang gwapo nung Fillet o’ Fish ni Marie.”""]",verb
fd265cf5-cbe5-41be-b1f4-e655275f9511,2024-05-18 08:27:55.294781+00,"[""Fullness""]","[""Puno""]",2024-05-18 08:27:55.294781+00,,,Nangangahulugang walang puwang o kagandahan. Ito rin ay maaaring tumukoy sa pagiging kompleto o buong.,"[""Pagkatapos ng malaking hapunan, naramdaman kong ako ay fullness na.""]",verb
f5cb00b7-f1a3-45a5-be23-363b39eb63d9,2024-05-11 05:25:47.487812+00,"[""Kumustasa Kalabasa""]","[""Kumusta""]",2024-05-11 05:25:47.487812+00,,,,[],noun
4dcfdd4d-fc53-4651-8d05-eda484284536,2024-03-25 07:24:39.263399+00,"[""Alona Alegre""]","[""Alone""]",2024-03-25 07:24:39.263399+00,,," Ito ay tumutukoy sa pagiging mag-isa o walang kasama.","[""Nagpunta siya sa park upang mag-isip-isip Alona Alegre.""]",adjective
4100d421-e6d2-417a-8e14-eaead35dd6cb,2024-05-18 07:55:55.869388+00,"[""Nyoging""]","[""Saging""]",2024-05-18 07:55:55.869388+00,,,Isang uri ng prutas na may matatamis na laman at malambot na balat. Ito ay karaniwang kulay dilaw o kulay kayumanggi at karaniwang kinakain na hilaw o hinahalo sa iba't ibang putahe.,"[""Masarap kumain ng nyoging bilang meryenda dahil ito ay puno ng sustansya at masarap na pangmatagalan.""]",noun
b77746d3-ec22-4499-bfb1-a8fcc77c2cb6,2024-05-18 08:01:25.905824+00,"[""Pipalus""]","[""Tao""]",2024-05-18 08:01:25.905824+00,2024-05-18 08:02:32.01+00,,,[],
0dfc9901-1deb-4e99-ae13-ba780876c655,2024-05-18 08:28:21.579696+00,"[""Jolabastraks""]","[""Kalabasa""]",2024-05-18 08:28:21.579696+00,,,Pagbatì at tanong sa kalagayan ng isang tao,"[""Kamustasa na kayo ni Jerome?""]",noun
dfe71955-62f9-469c-8e7f-e67dabc4b747,2024-03-25 04:36:51.541518+00,"[""Mudrabels"",""Mudrakils"",""Mudra"",""Mudrang"",""Mudrakels""]","[""Inay"",""Nanay"",""Ina""]",2024-03-25 04:36:51.541518+00,,,,[],
e1f8eefe-d25b-46dc-ae32-f75b7269cfc2,2024-03-26 07:58:05.236045+00,"[""Shaki""]","[""Maginuman nang todo-todo""]",2024-03-26 07:58:05.236045+00,,,Inom na kalimitang lagpas na sa pangkaraniwang limitasyon,"[""Shaki hanggang mamatay!""]",verb
f50e41bf-2a04-470a-b5ee-4342c7e3df8d,2024-05-18 08:06:32.703538+00,"[""Kyoho""]","[""Mabaho""]",2024-05-18 08:06:32.703538+00,,,Nangangahulugang may masamang amoy o hindi kanais-nais na amoy.,"[""Kyoho ang basurahan kaya’t kailangan na itong ilabas at itapon.""]",adjective
4e4c3cbd-c666-4801-8e8f-fcc32bc0c5ff,2024-05-12 15:31:55.613751+00,"[""Kalachuchi""]","[""Dumi"",""Kalat""]",2024-05-12 15:31:55.613751+00,,,Bagay na tinatapon sa lupa,"[""Maraming kalachuchi sa lungsod ng Maynila""]",noun
b37dad2c-e7ab-4e68-b1de-9731f5f21995,2024-03-26 08:32:52.548496+00,"[""Havana""]","[""Mahabang mukha""]",2024-03-26 08:32:52.548496+00,,,"Taong, mahaba ang kompleksyon sa mukha
","[""“Ang baba ni ate mo girl, very havana”""]",adjective
dab2608f-c265-4389-b1ed-f68e9bf12ac7,2024-03-26 06:08:55.955109+00,"[""Dokito Prito"",""Dookit"",""Kangkang""]","[""Sex""]",2024-03-26 06:08:55.955109+00,,,"Sekswal na aksyon; pakikipagtalik
","[""Dokito lang ang habol nyan sa ‘yo""]",verb
486b279b-d354-4663-911f-1cd564ebd6fb,2024-05-18 08:23:43.183006+00,"[""Nutring""]","[""Talong""]",2024-05-18 08:23:43.183006+00,,,"Isang uri ng gulay na may mahabang hugis at kulay lila o kulay-ube. Ito ay karaniwang ginagamit sa pagluluto ng mga lutuing gulay, prito, o inihaw.","[""Niluto niya ang mga nutring sa gata bilang panghimagas.""]",noun
b1c028eb-2969-46d1-a9c6-6504a78343b9,2024-05-18 07:57:03.787682+00,"[""Profalu""]","[""Propesor""]",2024-05-18 07:57:03.787682+00,,,"Isang guro o tagapagturo, lalo na sa antas ng kolehiyo o unibersidad. Sila ay mga eksperto sa kanilang larangan at responsable sa pagtuturo at pagsasaliksik.","[""Ang profalu namin sa kasaysayan ay napakahusay magturo at laging may mga bagong kaalaman na ibinabahagi.""]",noun
358118f2-d74e-48e7-8706-3cb8e26f9056,2024-05-18 08:23:18.605483+00,"[""Hipon""]","[""Maganda ang katawan pero pangit""]",2024-05-18 08:23:18.605483+00,,,Paglalarawan sa isang tao na ang ibig sabihin ay maganda ang pangagatawan ngunit ang mukha ay hindi ganoon kaaya-aya,"[""Isa lang ang masasabi ko kay ate, hipon.""]",adjective
b4b8c58f-f6b6-4f25-9bb2-423678f720b4,2024-05-18 08:22:17.977295+00,"[""Gardini""]","[""Security Guard""]",2024-05-18 08:22:17.977295+00,2024-05-23 00:51:53.922+00,,,[],noun
ab42f2f2-4720-436d-a1b8-3e59b140d4b0,2024-05-18 08:21:18.969717+00,"[""Flylalou""]","[""Lumipad""]",2024-05-18 08:21:18.969717+00,,,"Nangangahulugang umalis sa lupa at maglakbay sa himpapawid, gamit ang mga pakpak o ibang paraan ng paglipad.","[""Nagflylalou ang mga ibon patungo sa kanilang pugad habang papalubog ang araw.""]",verb
06ad77cc-098f-44bb-a191-8f6b1301774e,2024-05-18 08:21:02.199102+00,"[""Lobing""]","[""Lobo""]",2024-05-18 08:21:02.199102+00,,,Isang bagay na gawa sa manipis na goma at pinupuno ng hangin o gas upang maging bilog at lumutang.,"[""\""Nagpalipad ng lobing ang mga bata sa parke.""]",noun
9b402ba4-40d7-4f52-9818-bf68f91916c4,2024-05-18 08:15:09.514889+00,"[""Walkstra""]","[""Gala""]",2024-05-18 08:15:09.514889+00,,,Paglalakad-lakad o pamamasyal nang walang partikular na destinasyon o layunin. Ito ay karaniwang ginagawa upang magpalipas ng oras o maglibang.,"[""Mahilig siyang mag-walkstra tuwing Sabado ng hapon para makapag-relax at mag-enjoy.""]",verb
5b9946a8-85cc-41b9-ae0a-67462ef9230a,2024-05-18 08:06:04.985058+00,"[""Nyorts""]","[""Shorts""]",2024-05-18 08:06:04.985058+00,,,"Maikling pantalon na karaniwang ginagamit sa mga casual na okasyon o kapag mainit ang panahon. Tinatawag din itong ""puruntong"" sa ibang konteksto.","[""Suot niya ang kanyang paboritong nyorts habang naglalakad sa tabing-dagat.""]",noun
8c881ddf-f6c2-4cd3-be0d-30179fb7c42c,2024-05-18 08:00:06.979527+00,"[""Beheyhey""]","[""Bahay""]",2024-05-18 08:00:06.979527+00,,,Isang tirahan o lugar kung saan nakatira ang isang tao o pamilya. Ito ay maaaring isang simpleng tahanan o isang malaking gusali na ginagamit bilang kanlungan.,"[""Ang kanilang baheyhey ay nasa tabi ng ilog at napapalibutan ng mga puno.""]",noun
0987b869-e854-40e9-9090-6f2a30e0625d,2024-03-26 06:00:31.493242+00,"[""Kuya Germs"",""German Moreno""]","[""Madumi""]",2024-03-26 06:00:31.493242+00,,,Nangangahulugang marumi o hindi malinis.,"[""Kailangan nating linisin ang bahay dahil sobrang Kuya Germs na ito.""]",adjective
882a8ca1-1cea-4291-a1b7-6b638023943d,2024-03-26 05:56:16.195203+00,"[""Variables""]","[""Barya""]",2024-03-26 05:56:16.195203+00,,,Tumutukoy sa mga maliit na salapi o baryang halaga ng pera.,"[""Nagtitipid si Pedro kaya't kanyang iniipon ang mga variables na natatanggap niya bilang sukli.""]",noun
c37851b5-3448-46b8-8f64-1542f480cb48,2024-03-26 05:37:41.041158+00,"[""Alicia Mayer""]","[""Aalis na""]",2024-03-26 05:37:41.041158+00,,,Nangangahulugang umalis o lumisan mula sa kasalukuyang lugar o sitwasyon.,"[""Bukas na mag-Alicia Mayer si Maria papuntang Maynila upang magtrabaho bilang guro sa isang paaralan doon""]",verb
9fb3df58-30e1-42b0-a277-ef0e123a398d,2024-03-25 03:42:03.679875+00,"[""Booking""]","[""May Service""]",2024-03-25 03:42:03.679875+00,,,"Nangangahulugang may nakaayos o nakalaan na serbisyong gagawin o ibibigay. Maaari itong tumukoy sa serbisyo ng transportasyon, teknikal, o anumang uri ng tulong na inaasahan.","[""\""May booking si anthe ng 4:00PM mamaya.\""""]",verb
66b9e475-6384-4352-87d5-dcca72e4d804,2024-05-12 15:56:46.386092+00,"[""Pranella""]","[""Praning"",""Hibang""]",2024-05-12 15:56:46.386092+00,,,Labis na suspetsoso o balisa,"[""Naging pranella na si Harvey sa kakaisip kung nasaan ang kanyang kasintahan.""]",adjective
4971abb8-60fb-4051-a2de-2c196d125f09,2024-05-11 05:48:18.40935+00,"[""Aglipay""]","[""Pangit na pinay""]",2024-05-11 05:48:18.40935+00,,,HIndi maganda ang pisikal na kaayuan ng pinay,"[""Siya lamang ang nakilala kong aglipay.""]",adjective
333011a6-d6c3-4606-ad6b-9b362cc79c5c,2024-05-11 05:44:07.095302+00,"[""Bokot"",""Shokot""]","[""Takot""]",2024-05-11 05:44:07.095302+00,,,"Pang-emosyon na tugon sa mga banta at panganib. 
","[""“Kalalaking tao shokot ka sa palabas na iyon?”""]",verb
5bd33412-e51d-4b44-8648-07f5aed46454,2024-05-11 05:43:25.498111+00,"[""Jokjok Bolante""]","[""Prostitute""]",2024-05-11 05:43:25.498111+00,,,"Babae o lalakeng binabayaran kapalit ang serbisyong may kinalaman sa pakikipagtalik
","[""Sayang, napakagandang bata, naging Jokjok Balante lang""]",noun
7731b629-435e-4e29-8d91-f7a3e9826313,2024-05-11 05:27:55.333573+00,"[""Pacita Complex""]","[""Lumipas""]",2024-05-11 05:27:55.333573+00,,,"Ang pagdaan o pagkawala ng oras, araw, o pangyayari na naganap na at hindi na muling magaganap sa kasalukuyan.
","[""Pacita complex na ang panahon, ganyan ka pa rin""]",noun
42d59c72-0225-4d95-bbf1-d19ab61c6057,2024-04-07 12:34:58.756558+00,"[""Holabels"",""Hola"",""Haller"",""Heller""]","[""Hello""]",2024-04-07 12:34:58.756558+00,,,"Paunang pakikipagbati sa kausap.
","[""Holabels, kamusta ka na?""]",noun
41640281-692e-436e-a2c6-05ba8fe0d95e,2024-03-26 09:16:32.999136+00,"[""Borta""]","[""Malaki ang katawan"",""Maskulado""]",2024-03-26 09:16:32.999136+00,,,"Malaking pangangatawan ng isang tao
","[""“Masarap tumambay sa gym, maraming borta.”""]",adjective
ff8f4964-e795-4e33-891d-15b743c83450,2024-03-26 08:35:10.901395+00,"[""Ate Vangie""]","[""Gamot pampatulog""]",2024-03-26 08:35:10.901395+00,,,"Gamot na pampatulog
","[""“Uminom ka na ng Ate Vangie, para masarap tulog mo.”""]",noun
a83de2f5-253c-4bae-9dcb-89909d2b84a4,2024-05-18 08:42:00.951207+00,"[""Carosa""]","[""Kotse""]",2024-05-18 08:42:00.951207+00,,,Tumutukoy sa isang sasakyan o kotseng ginagamit sa paglalakbay.,"[""Bumili sila ng bagong carosa para sa kanilang pamilya.""]",noun
60dd5ab5-740b-4d36-85dc-e41f64746489,2024-05-18 08:56:35.313615+00,"[""Hairdo""]","[""Hair""]",2024-05-18 08:56:35.313615+00,,,Mga hibla na tumutubo sa anit ng tao o sa katawan ng mga hayop,"[""Maganda ang kanyang hairdo, makapal at malasutla.""]",noun
ff7e59b7-5d2c-475b-ac7d-5c16155dc44b,2024-05-18 08:54:47.761664+00,"[""Bet""]","[""Gusto""]",2024-05-18 08:54:47.761664+00,,,"Pagnanais, pagkagusto, o kagustuhan para sa isang bagay, tao, o pangyayari","[""Bet kong kumain ng mangga""]",verb
304197f2-ee29-49ce-ab7b-6967f4a5d118,2024-05-18 08:50:34.010598+00,"[""Nagmamaasim""]","[""Nagmamaganda""]",2024-05-18 08:50:34.010598+00,,,Taong pakiramdam ay maganda sya,"[""Nagmamaasim na naman si bakla, akala mo naman talaga.""]",adjective
91a15253-e0e2-43f1-9904-8e12db62c9de,2024-05-18 08:49:31.346923+00,"[""Werlog""]","[""Itlog""]",2024-05-18 08:49:31.346923+00,,," Tumutukoy sa ovum o pabilog na bagay na iniluluwal ng mga hayop ","[""Nagluto si Nanay ng pritong werlog para sa almusal.""]",noun
d9154bf8-1cf5-4ce8-a353-f03678ef2d7a,2024-05-18 08:43:35.500102+00,"[""Hanash""]","[""Maraming sinasabi""]",2024-05-18 08:43:35.500102+00,,,Isang tao na mahilig magsalita o maraming sinasabi.,"[""Si Ma'am, ang daming hanash matatapos na ang klase.""]",verb
9a67d193-e03d-40b5-a4ea-a303d3746fe2,2024-05-18 08:38:55.433496+00,"[""Pinkalou""]","[""Pink""]",2024-05-18 08:38:55.433496+00,,,Kulay rosas,"[""Mahilig siya sa mga damit na kulay pinklalou..""]",noun
12119137-f5bb-4b6b-b249-ae2738a40817,2024-05-18 08:35:59.129455+00,"[""Chenes""]","[""Dagat""]",2024-05-18 08:35:59.129455+00,2024-05-22 03:49:25.835+00,,,[],noun
64ca334e-fa59-4dfb-b3ae-f70142e57f32,2024-05-18 08:36:19.087991+00,"[""Shuyang""]","[""Sayang""]",2024-05-18 08:36:19.087991+00,,,Pagsisisi dahil sa nasayang na pagkakataon o bagay,"[""Shoyang ang pagkain na itinapon mo; sana ibinigay mo na lang sa iba.""]",verb
b4434b23-9d87-4112-8fa9-ca901dc57154,2024-05-18 08:29:08.542049+00,"[""Suba"",""Bugarou""]","[""Cigarette"",""Sigarilyo""]",2024-05-18 08:29:08.542049+00,,,Karaniwang gawa sa tabako at iniinomahan sa pamamagitan ng pagsisindi.,"[""Bawal ang bugarou sa loob ng opisina.""]",noun
d3301506-c5ff-4484-b215-1cbcac2f74c2,2024-05-18 08:35:04.611173+00,"[""Reynabels""]","[""Reyna""]",2024-05-18 08:35:04.611173+00,,,Isang babaeng monarko o pinuno ng isang kaharian,"[""Ang reynabels ng kaharian ay kilala sa kanyang kabaitan at talino.""]",noun
3c6da207-803e-4976-971d-a9663baab7d8,2024-05-18 08:32:57.947952+00,"[""Chipipay""]","[""Cheap""]",2024-05-18 08:32:57.947952+00,,,Tumutukoy sa isang bagay na mababa ang halaga o presyo,"[""Nakabili siya ng chipipay na damit sa tiangge.""]",adjective
8e346bf8-c13e-4194-99ac-095b084ccb07,2024-05-18 08:32:51.588074+00,"[""Floweret""]","[""Bulaklak""]",2024-05-18 08:32:51.588074+00,,,"Tumutukoy sa bahagi ng halaman na karaniwang makulay at mabango, at nagiging bunga pagkatapos mamulaklak","[""Nagbigay siya ng floweret sa kanyang ina bilang pasasalamat.""]",noun
abcbfdef-fe29-446d-94cc-5d22d3cd9abd,2024-05-18 08:29:27.339693+00,"[""Tayels""]","[""Tayo""]",2024-05-18 08:29:27.339693+00,,,"Tumutukoy sa unang panauhan maramihan, ibig sabihin ay ""kami"" kasama ang kausap.","[""Tayels ay magtulungan upang makamit ang ating mga pangarap.""]",pronoun
a91ccc3b-03cb-4813-bfc8-7a36c068572d,2024-05-18 08:22:59.604803+00,"[""Denchi"",""Doonek""]","[""Doon""]",2024-05-18 08:22:59.604803+00,,,"tumutukoy sa isang lugar na malayo sa nagsasalita at sa kausap. Ito ay ginagamit upang mag-refer sa lokasyon ng isang bagay, tao, o pangyayari na hindi malapit sa nagsasalita.","[""\""Nagpunta kami denchi sa parke kahapon at nag-picnic.""]",adverb
d57cb630-a283-419c-9164-6de43d746c0d,2024-05-18 08:57:00.616719+00,"[""Gerdel""]","[""Tomboy""]",2024-05-18 08:57:00.616719+00,,,"Isang ekspresyon ng kasarian na ang isang babaeng homosexual ay na nakakaramdam ng atraksiyon, romantiko man o sekswal, sa parehong kasarian 
","[""Yung anak ni Aling Pacing, kaganda-gandang bata Gerdel!""]",noun
65849fbb-d61d-43e4-ba40-1ff02fb4de01,2024-03-26 08:33:44.900697+00,"[""Performance Artist""]","[""Mahilig maginarte"",""Maarte""]",2024-03-26 08:33:44.900697+00,,,"Mapili o metikoloso sa mga bagay-bagay
","[""“Si Anita, performance artist pa rin pagdating sa pagpili ng pagkain.”""]",adjective
d7b6a8bd-aaf5-4052-a874-58a1011ec116,2024-03-26 08:30:53.473421+00,"[""Gellie De Belen""]","[""Nagseselos""]",2024-03-26 08:30:53.473421+00,,,"Ang pagsususpetsa o pagiging palabintangin, mapaghinala, o mapagsapantaha sa pagkakaroon ng mga karibal, kaagawan, o kalaban para sa pag-ibig, pagmamahal, o pagkagusto ng ibang tao
","[""“Nandito ako sa gilid, Gellie De Belen”""]",adjective
222f7912-3668-4b65-9145-198a44371971,2024-03-26 08:27:06.346865+00,"[""Boogie Wonderland""]","[""Bugbog""]",2024-03-26 08:27:06.346865+00,,,"Isang aksyon na gamit ang kamao sa karahasan
","[""“Sinabi nya kasing bakla sya, na-boogie wonderland tuloy sya.”""]",verb
fdd75483-d47b-4592-8e7f-3602c247cd40,2024-03-26 08:26:07.923622+00,"[""Egyptian Airlines"",""Jipamy""]","[""Jeepney"",""Jeep""]",2024-03-26 08:26:07.923622+00,,,"Isang pinakakaraniwan at orihinal na anyo ng pampublikong transportasyon na ginagamit ng mga Pilipino,
","[""“Nakatabi ko sa Jipamy ang crush ko. Acck”""]",noun
497c0682-5b9f-4fba-9651-7eabf2a3d615,2024-03-26 07:59:45.983826+00,"[""Bagelya""]","[""Bag""]",2024-03-26 07:59:45.983826+00,,,"Lagayan ng mga gamit
","[""“Napakabigat naman ng bagelya mo.”""]",noun
de5257a0-dcef-4c02-bb2d-c3fcf3e2c4e6,2024-03-26 07:58:20.747552+00,"[""Wakalipektus""]","[""Kaliwete""]",2024-03-26 07:58:20.747552+00,,,"Isang tao na gumagamit ng kaliwang kamay bilang pangunahing kamay sa pagsulat, paghawak ng mga bagay, at sa iba pang gawain.
","[""Kalimitan sa mga Wakalipektus magaganda ang sulat.""]",noun
db7f9f53-03a8-40d3-bb22-cbe7781ff8a1,2024-03-26 07:38:33.492639+00,"[""Hip Hop Hooray""]","[""Hepatitis""]",2024-03-26 07:38:33.492639+00,,,"Isang sakit sa atay na kumakalat sa pamamagitan ng paghawa sa dugo, semen, o iba pang likido mula sa katawan ng isang tao
	 
","[""Ang dilaw ng balat nya, siguro may hip hop hooray 'yan.""]",noun
df5207cf-aff0-41e3-8122-066a620388e0,2024-03-26 06:06:30.954364+00,"[""Badessa""]","[""Bakla na umaastang parang prinsesa""]",2024-03-26 06:06:30.954364+00,,,"Hanging lumalabas o sumisingaw mula sa butas ng puwit ng tao o hayop.
","[""Huwag kang feeling badessa dyan, mahirap ka lang.""]",noun
3952ca97-40e0-4522-b65b-7f826cd5be3d,2024-05-18 09:13:04.179293+00,"[""Atak""]","[""Patuloy""]",2024-05-18 09:13:04.179293+00,,,Kapag tumutukoy sa pagpapatuloy ng isang aksyon o proseso.,"[""Go beh, atak mo lang 'yan""]",verb
d73b02f9-fa5c-49c3-a168-68d8d7f70b36,2024-05-18 09:11:44.477247+00,"[""Flying colors""]","[""Bahaghari""]",2024-05-18 09:11:44.477247+00,,,"Isang makulay na arko sa kalangitan na karaniwang lumilitaw pagkatapos ng ulan ","[""Ang ganda ng flying colors after ng ulan""]",noun
ecb543be-d272-437e-a789-e7429d62d9c1,2024-05-18 08:52:03.975406+00,"[""Echos""]","[""Whatever""]",2024-05-18 08:52:03.975406+00,,,"Isang uri ng pahayag, kilos, o kaisipan na layuning magpatawa o magdulot ng kasiyahan","[""Huwag kang magalit, echos lang iyon.""]",noun
f13e5509-b42b-435b-baa3-eaf2c906f633,2024-05-18 08:49:45.707503+00,"[""Wersu"",""Dyoga""]","[""Dede""]",2024-05-18 08:49:45.707503+00,,,"Tumutukoy sa suso o dibdib ng isang tao, lalo na sa konteksto ng pagpapasuso o pag-inom ng gatas mula sa ina","[""Gustong-gusto ni baby ang wersu kapag siya'y nagugutom""]",noun
04062c5d-f3a0-40de-a8e0-c846a9767fc0,2024-05-18 08:48:17.276871+00,"[""Insekyora""]","[""Inggitera"",""Insecure""]",2024-05-18 08:48:17.276871+00,,,"Tumutukoy sa isang babaeng madalas makaramdam ng inggit o selos sa tagumpay, ari-arian, o katangian ng iba","[""Si Clara ay insekyora kaya't laging may sinasabi kapag may bagong gamit si Ana.""]",noun
75005e0c-6a03-4ae6-b546-0a28cab03244,2024-05-18 08:35:00.375048+00,"[""Jongoloids""]","[""Bobo""]",2024-05-18 08:35:00.375048+00,,,Isang mapanlait na termino na nangangahulugang kulang sa talino o hindi marunong,"[""Huwag mong tawaging jongoloids ang iyong kapatid dahil lahat tayo ay may kani-kaniyang kakayahan at kalakasan.\""""]",noun
